256	10
Fp1	Fp2	F3	F4	F7	F8	Fz	C3	C4	Cz	T3	T5	T4	T6	P3	P4	Pz	O1	O2
-25.220290562295	-24.7186342229343	-75.412730562295	-40.2814690562295	-26.7290890180819	-24.7186342229343	-45.7996887891966	-15.0148390783551	-23.8838168032349	-22.378847785153	-2.30110589761196	21.7822278294041	-19.7020708293278	-21.7086961867704	13.0855748012512	-30.0760175722896	-12.3380621225299	-23.8838168032349	-30.4091786526284
-31.9141476707103	-25.220290562295	-76.4198726787213	-46.1366793072404	-25.7257763393606	-25.3887858213169	-45.7996887891966	-10.833093104448	-24.7186342229343	-21.5402009277485	2.20997171892881	24.964490562295	-22.8805041245136	-21.2070398474098	17.0988255161364	-29.2373707148852	-9.15962882734416	-23.2136652048524	-28.4025532951858
-32.9174603494316	-27.9008969558251	-83.1099003494316	-52.1603848172732	-26.56059375906	-29.0688754558633	-48.4764657450217	-9.32812408636606	-27.7324016968032	-23.0489993835355	2.37463754024567	24.1258437048905	-22.0418572671092	-25.0556247409781	17.6004818554971	-32.0826429297322	-9.49661934538796	-26.56059375906	-31.7456524116884
-22.8805041245136	-26.2274326787213	-76.5845385000381	-37.2677015823606	-27.2307453574426	-25.3887858213169	-49.6482736827649	-6.81984238956282	-26.8937548393988	-22.0418572671092	4.54975815671015	23.455692106508	-26.8937548393988	-22.378847785153	20.4457540703441	-33.0859556084535	-9.66128516670481	-28.5672191165026	-31.9141476707103
-19.5335755703059	-26.0589374196994	-73.0729441245136	-32.415804010071	-22.5435136064698	-20.5368882490272	-48.6449610040436	-1.79944955825131	-26.3920985000381	-22.2103525261311	11.0751200061036	24.4590047852293	-22.7120088654917	-22.378847785153	23.6241873655299	-32.9174603494316	-8.15631614862288	-28.7357143755245	-31.2439960723278
-20.3683929900053	-26.8937548393988	-72.2342972671092	-37.0992063233387	-18.8634239719234	-22.8805041245136	-47.6416483253224	1.03816378118563	-27.0622500984207	-21.7086961867704	13.0855748012512	23.6241873655299	-22.0418572671092	-26.8937548393988	24.2943389639124	-33.4191166887922	-8.48947722896162	-30.910834991989	-31.9141476707103
-25.3887858213169	-30.0760175722896	-72.9044488654917	-46.638335646601	-21.7086961867704	-28.2340580361639	-51.3217379598688	-0.459146361486233	-29.9075223132677	-22.7120088654917	10.9104541847868	18.6037945342184	-25.8904421606775	-30.910834991989	18.4391287129015	-37.6046921004044	-12.0049010421912	-36.9345405020218	-35.5942373052567
-26.8937548393988	-33.4191166887922	-75.5812258213168	-54.5001712550546	-21.7086961867704	-31.7456524116884	-56.1736355321584	-2.46960115663386	-31.0793302510109	-22.378847785153	10.4049684077211	13.41873588159	-26.0589374196994	-33.756107206836	13.41873588159	-40.2814690562295	-14.6816779980163	-41.2847817349508	-37.9378531807431
-30.910834991989	-36.2643889036393	-71.7326409277485	-45.4665277088579	-23.3821604638743	-31.5809865903716	-61.1940283634699	-5.81270027313649	-31.2439960723278	-22.378847785153	7.39503037155718	8.73533356832228	-32.415804010071	-35.0925809658961	9.23698990768291	-41.7864380743114	-17.6916160341802	-45.4665277088579	-41.2847817349508
-35.7627325642786	-37.0992063233387	-69.0558639719234	-38.6080047791257	-26.56059375906	-32.5842992690929	-65.7089354177157	-10.3314367650874	-33.756107206836	-20.873878767071	1.37132486152437	3.54644547798885	-35.5942373052567	-38.2710142610819	4.88674867475395	-43.2914070923934	-20.3683929900053	-51.6587284779126	-44.6317102891585
-41.7864380743114	-42.9582460120546	-73.2414393835355	-48.8134562630655	-34.4224293675135	-37.6046921004044	-72.0696314457923	-15.8534859357595	-35.9312278233005	-22.378847785153	-6.98450821087968	-4.47622651407644	-36.0958936446174	-40.7831253955901	-2.30110589761196	-44.1262245120928	-24.3854731425956	-57.6786045502403	-46.9714967269398
-39.2743269398032	-45.7996887891966	-72.2342972671092	-53.4968585763333	-33.5876119478141	-41.4494475562676	-73.4061052048524	-18.3617676325627	-36.7660452429999	-21.7086961867704	-12.0049010421912	-13.5098700602731	-40.1129737972076	-41.6179428152895	-7.82315506828412	-42.2880944136721	-26.0589374196994	-64.0393005783169	-46.9714967269398
-41.1162864759289	-45.298032449836	-73.4061052048524	-57.5139387289235	-38.6080047791257	-43.1229118333715	-72.571287785153	-20.7053835080491	-37.7693579217212	-22.0418572671092	-18.028606552224	-19.5335755703059	-35.261076224918	-43.793063431754	-14.1800216586557	-43.6245681727321	-26.56059375906	-68.8911981506065	-49.9852642008087
-41.6179428152895	-45.7996887891966	-65.8774306767376	-50.4869205401694	-40.947791216907	-39.7798127168688	-71.2309845883879	-23.2136652048524	-37.7693579217212	-21.5402009277485	-23.2136652048524	-24.3854731425956	-40.6146301365682	-43.4599023514153	-18.028606552224	-44.4632150301366	-29.7390270542458	-73.7430957228962	-51.6587284779126
-55.0018275944152	-48.9781220843824	-60.0222204257267	-40.4461348775463	-39.2743269398032	-38.9411658594644	-67.7193902128633	-25.0556247409781	-38.4395095201038	-22.2103525261311	-27.3954111787594	-29.4058659739071	-46.9714967269398	-43.6245681727321	-21.2070398474098	-44.4632150301366	-32.5842992690929	-78.4264980361639	-53.6653538353551
-50.6515863614862	-43.9615586907759	-61.8641799618524	-39.1096611184863	-41.2847817349508	-40.7831253955901	-63.2006537209125	-26.0589374196994	-37.9378531807431	-22.0418572671092	-30.4091786526284	-32.415804010071	-41.7864380743114	-45.7996887891966	-24.5539684016175	-43.6245681727321	-33.5876119478141	-81.4364360723278	-53.9985149156939
-38.4395095201038	-39.611317457847	-63.2006537209125	-42.7897507530327	-39.2743269398032	-35.0925809658961	-57.1769482108797	-24.2169778835737	-36.4328841626612	-22.0418572671092	-27.2307453574426	-32.7527945281147	-43.6245681727321	-44.6317102891585	-25.5572810803388	-41.9511038956283	-32.5842992690929	-83.7800519478141	-53.3283633173114
-35.7627325642786	-36.0958936446174	-63.7023100602731	-43.1229118333715	-34.7594198855573	-40.4461348775463	-50.1499300221256	-22.378847785153	-34.5909246265354	-21.7086961867704	-25.3887858213169	-34.2577635461967	-39.2743269398032	-42.7897507530327	-26.7290890180819	-40.1129737972076	-30.910834991989	-83.1099003494316	-51.6587284779126
-35.0925809658961	-32.0826429297322	-57.0122823895628	-29.9075223132677	-29.5705317952239	-29.9075223132677	-42.1195991546502	-19.7020708293278	-29.4058659739071	-22.2103525261311	-20.3683929900053	-32.9174603494316	-31.5809865903716	-35.5942373052567	-23.3821604638743	-36.0958936446174	-26.2274326787213	-79.0966496345464	-47.1399919859617
-36.7660452429999	-28.065562777142	-49.8167689417868	-17.3584549538415	-23.2136652048524	-17.8601112932021	-34.9279151445792	-16.0219811947814	-24.3854731425956	-23.0489993835355	-11.5032447028305	-30.0760175722896	-27.2307453574426	-28.9042096345464	-19.2004144899672	-30.910834991989	-22.0418572671092	-73.4061052048524	-42.6212554940108
-27.2307453574426	-22.2103525261311	-43.4599023514153	-18.028606552224	-20.7053835080491	-20.3683929900053	-27.9008969558251	-9.82978042572671	-20.7053835080491	-21.8771914457923	-1.79944955825131	-27.7324016968032	-22.5435136064698	-26.7290890180819	-14.8501732570382	-26.0589374196994	-17.0252938735027	-68.8911981506065	-39.2743269398032
-24.7186342229343	-20.2037271686885	-36.597549983978	-14.3485169176776	-12.6750526405737	-19.0319192309453	-21.8771914457923	-5.81270027313649	-17.1899596948196	-22.378847785153	6.89337403219655	-24.7186342229343	-19.365080311284	-26.0589374196994	-11.6717399618524	-23.3821604638743	-13.678365319295	-63.870805319295	-34.9279151445792
-19.2004144899672	-15.183334337377	-28.9042096345464	-20.3683929900053	-5.9811955321584	-13.0082137209125	-15.3518295963989	-0.125985281147479	-13.1767089799344	-22.0418572671092	12.7485842832074	-20.0352319096666	-12.5065573815518	-20.0352319096666	-6.98450821087968	-20.5368882490272	-9.49661934538796	-57.6786045502403	-31.2439960723278
-16.0219811947814	-11.0015883634699	-17.0252938735027	-11.1700836224918	-1.79944955825131	-6.81984238956282	-11.8364057831693	2.87629387960631	-9.32812408636606	-22.8805041245136	14.4220485603113	-17.0252938735027	-13.0082137209125	-13.5098700602731	-3.30441857633326	-17.0252938735027	-5.47953919279774	-50.4869205401694	-26.3920985000381
-13.8468605783169	-7.98782088960098	-2.97125749599451	4.88674867475395	4.88674867475395	-1.46628847791257	-8.65797248798351	7.06186929121843	-6.14969079118029	-22.0418572671092	16.0955128374151	-13.3452042389563	-10.4999320241093	-8.32481140764477	1.70831537956816	-14.0115263996338	-0.294480540169374	-43.6245681727321	-22.5435136064698
-6.48285187151903	-6.14969079118029	3.37795021896697	2.37463754024567	7.06186929121843	-1.79944955825131	-7.98782088960098	11.4121105241474	-3.47291383535516	-22.5435136064698	20.4457540703441	-8.82646774700542	-3.637579656672	-6.14969079118029	5.05141449607079	-9.32812408636606	5.72156609445334	-35.4295714839399	-16.5236375341421
-2.13261063859007	-3.30441857633326	11.4121105241474	-0.125985281147479	11.0751200061036	1.53982012054627	-6.48285187151903	15.9270175783932	-1.29779321889067	-21.5402009277485	23.9573484458686	-4.97788285343709	-1.79944955825131	-4.30773125505455	8.23367722896161	-5.14637811245899	10.4049684077211	-28.7357143755245	-10.833093104448
-13.1767089799344	-0.96080270084687	18.4391287129015	-7.98782088960098	11.5767763454643	0.199516923781189	-5.31104393377585	19.2739461326009	-1.12929795986878	-22.5435136064698	23.1225310261692	-4.8093875944152	0.701173263141825	-5.14637811245899	8.06518196993973	-4.47622651407644	12.5800890241855	-24.0523120622568	-9.99827568474861
-5.47953919279774	-0.125985281147479	30.4827102952621	1.37132486152437	13.5872311406119	3.88343599603265	-2.80276223697261	24.1258437048905	1.87298120088502	-21.3755351064317	25.1291563836118	-2.63426697795072	1.03816378118563	-0.796136879530025	11.0751200061036	-2.13261063859007	16.264008096437	-18.1971018112459	-6.31818605020219
3.37795021896697	0.0348511024643301	44.8737371908141	13.9203922209506	21.7822278294041	9.90331206836042	0.199516923781189	27.8059333394369	4.2165970763714	-22.5435136064698	26.4694595803769	-2.30110589761196	7.22653511253527	3.2132843976501	13.7518969619288	-0.96080270084687	17.4319865964752	-15.0148390783551	-4.1430654337377
3.04478913862822	4.2165970763714	52.4024117189288	10.573463666743	25.1291563836118	7.22653511253527	1.03816378118563	30.1495492149233	3.88343599603265	-22.0418572671092	29.146236536202	-3.97457017471579	8.39834305027848	3.2132843976501	14.0888874799725	0.368012182803085	17.6004818554971	-14.0115263996338	-2.97125749599451
8.73533356832228	5.55307083543146	56.415662433814	6.223222433814	26.4694595803769	5.89006135347525	1.37132486152437	30.651205554284	2.20997171892881	-22.2103525261311	29.146236536202	-5.81270027313649	-0.125985281147479	1.87298120088502	11.4121105241474	-0.125985281147479	16.9303302571145	-13.3452042389563	-0.459146361486233
7.72819145189594	6.39171769283588	60.0957520683604	-5.14637811245899	28.1429238574807	4.71825341573206	2.04147645990692	31.1528618936446	1.70831537956816	-21.5402009277485	25.7993079819943	-8.32481140764477	2.54313279926755	5.05141449607079	9.40165572899976	0.368012182803085	16.4286739177539	-14.0115263996338	1.20665904020753
5.55307083543146	4.71825341573206	64.6144885603113	-5.64803445181964	29.146236536202	4.38509233539331	2.04147645990692	29.4793976165408	0.869668522163735	-22.7120088654917	27.1357817410544	-12.8397184618906	10.2403025864042	5.89006135347525	6.56021295185779	-1.46628847791257	13.9203922209506	-17.3584549538415	-0.96080270084687
7.22653511253527	2.71162805828946	72.3116583474479	9.57015098802167	28.1429238574807	7.22653511253527	0.701173263141825	28.4760849378195	2.04147645990692	-22.378847785153	22.6208746868086	-15.5164954177157	2.20997171892881	3.88343599603265	6.39171769283588	-1.96794481727321	10.9104541847868	-18.1971018112459	-2.13261063859007
9.90331206836042	4.2165970763714	73.4834662851911	9.57015098802167	29.9810539559014	7.39503037155718	-0.627641620508129	28.3075896787976	-0.796136879530025	-22.5435136064698	21.950723088426	-17.3584549538415	-2.46960115663386	3.37795021896697	6.39171769283588	-3.47291383535516	8.89999938963912	-20.873878767071	-2.80276223697261
9.73864624704358	3.04478913862822	72.143163088426	6.39171769283588	24.964490562295	6.89337403219655	-2.30110589761196	27.4727722590982	-2.63426697795072	-21.3755351064317	22.7893699458305	-20.7053835080491	-0.96080270084687	0.368012182803085	4.2165970763714	-4.47622651407644	6.56021295185779	-24.2169778835737	-4.64472177309834
6.39171769283588	-2.97125749599451	64.94764964065	-3.8060749156939	23.455692106508	-0.459146361486233	-5.31104393377585	24.964490562295	-4.47622651407644	-22.2103525261311	19.2739461326009	-24.0523120622568	-4.8093875944152	1.53982012054627	0.53650744182498	-6.48285187151903	4.54975815671015	-28.2340580361639	-5.9811955321584
2.87629387960631	-2.80276223697261	60.9343989257649	-9.66128516670481	23.1225310261692	-3.8060749156939	-7.15300346990158	23.6241873655299	-6.65134713054093	-20.873878767071	16.9303302571145	-26.2274326787213	-5.81270027313649	-0.96080270084687	-2.13261063859007	-8.32481140764477	4.04810181734952	-31.7456524116884	-7.15300346990158
-7.65465980926223	-5.31104393377585	62.9410242832075	-2.46960115663386	21.950723088426	0.368012182803085	-10.1629415060655	19.9440977309834	-9.32812408636606	-21.8771914457923	17.2673207751583	-30.5776739116503	-7.15300346990158	-2.13261063859007	-5.64803445181964	-11.8364057831693	0.53650744182498	-36.597549983978	-11.3347494438086
2.71162805828946	-4.47622651407644	62.6078632028687	-0.96080270084687	22.9540357671473	1.37132486152437	-11.0015883634699	17.2673207751583	-10.6645978454261	-21.5402009277485	16.4286739177539	-33.0859556084535	-6.48285187151903	-4.97788285343709	-6.81984238956282	-13.0082137209125	0.701173263141825	-39.7798127168688	-12.6750526405737
3.2132843976501	-6.81984238956282	55.5808450141146	-7.65465980926223	20.1087635523003	-6.81984238956282	-12.5065573815518	13.41873588159	-13.3452042389563	-21.7086961867704	14.4220485603113	-34.9279151445792	-11.1700836224918	-10.3314367650874	-11.1700836224918	-13.5098700602731	-0.627641620508129	-43.2914070923934	-14.5131827389944
0.701173263141825	-9.82978042572671	47.883675226978	-16.0219811947814	20.2772588113222	-10.1629415060655	-14.5131827389944	10.2403025864042	-15.8534859357595	-21.3755351064317	11.4121105241474	-37.4361968413825	-15.6849906767376	-9.32812408636606	-15.8534859357595	-13.678365319295	-0.96080270084687	-45.6350229678798	-13.5098700602731
-7.82315506828412	-11.1700836224918	37.3450626626993	-25.3887858213169	13.9203922209506	-15.5164954177157	-17.0252938735027	5.55307083543146	-19.8667366506447	-22.0418572671092	7.06186929121843	-41.6179428152895	-11.5032447028305	-13.5098700602731	-20.873878767071	-16.0219811947814	-1.96794481727321	-49.9852642008087	-17.0252938735027
-9.49661934538796	-15.8534859357595	36.1732547249561	-17.1899596948196	9.90331206836042	-14.1800216586557	-18.5302628915847	1.87298120088502	-21.0385445883879	-21.3755351064317	4.54975815671015	-42.6212554940108	-16.8567986144808	-16.1866470160983	-21.8771914457923	-18.3617676325627	-3.13592331731137	-51.9918895582513	-21.5402009277485
-10.6645978454261	-20.2037271686885	31.3213571526665	-16.0219811947814	7.56352563057909	-18.028606552224	-20.7053835080491	-2.46960115663386	-25.0556247409781	-22.0418572671092	2.37463754024567	-44.1262245120928	-18.3617676325627	-18.3617676325627	-24.3854731425956	-21.2070398474098	-4.97788285343709	-53.9985149156939	-24.3854731425956
-13.0082137209125	-19.5335755703059	22.2838841687648	-21.0385445883879	2.37463754024567	-25.7257763393606	-22.2103525261311	-5.64803445181964	-27.2307453574426	-22.0418572671092	-2.46960115663386	-44.6317102891585	-21.7086961867704	-18.8634239719234	-26.8937548393988	-21.5402009277485	-5.9811955321584	-54.6686665140764	-24.8871294819562
-15.183334337377	-20.2037271686885	13.0855748012512	-26.7290890180819	-0.627641620508129	-22.5435136064698	-22.8805041245136	-9.32812408636606	-29.7390270542458	-22.2103525261311	-7.48616455024033	-45.7996887891966	-26.0589374196994	-21.0385445883879	-29.4058659739071	-23.0489993835355	-6.14969079118029	-54.1670101747158	-26.0589374196994
-17.8601112932021	-22.378847785153	2.54313279926755	-34.7594198855573	-2.97125749599451	-25.0556247409781	-22.2103525261311	-12.0049010421912	-29.2373707148852	-21.5402009277485	-5.81270027313649	-47.3084872449836	-21.3755351064317	-18.6987581506066	-31.4124913313497	-23.3821604638743	-5.31104393377585	-53.1636974959945	-24.8871294819562
-22.8805041245136	-23.715321544213	0.53650744182498	-30.7423397329671	-3.8060749156939	-22.378847785153	-24.3854731425956	-14.6816779980163	-31.5809865903716	-22.7120088654917	-8.32481140764477	-46.4698403875792	-25.220290562295	-19.0319192309453	-31.4124913313497	-25.0556247409781	-6.48285187151903	-52.1603848172732	-26.7290890180819
-24.8871294819562	-20.873878767071	-2.63426697795072	-23.5506557228962	-4.64472177309834	-19.0319192309453	-23.3821604638743	-15.0148390783551	-30.7423397329671	-21.7086961867704	-8.82646774700542	-44.7963761104753	-24.8871294819562	-19.2004144899672	-30.7423397329671	-23.715321544213	-5.9811955321584	-50.6515863614862	-25.5572810803388
-26.8937548393988	-19.2004144899672	-5.14637811245899	-27.2307453574426	-4.47622651407644	-21.2070398474098	-22.2103525261311	-14.6816779980163	-29.0688754558633	-21.0385445883879	-6.31818605020219	-42.456589672694	-21.3755351064317	-15.0148390783551	-29.9075223132677	-19.8667366506447	-5.64803445181964	-47.3084872449836	-20.2037271686885
-27.2307453574426	-19.365080311284	-10.4999320241093	-33.0859556084535	-4.1430654337377	-20.7053835080491	-22.0418572671092	-14.1800216586557	-29.9075223132677	-22.0418572671092	-3.13592331731137	-41.1162864759289	-23.0489993835355	-19.365080311284	-30.910834991989	-19.365080311284	-7.48616455024033	-45.7996887891966	-21.8771914457923
-17.1899596948196	-21.8771914457923	-11.1700836224918	-40.6146301365682	-5.9811955321584	-22.7120088654917	-21.2070398474098	-13.1767089799344	-29.4058659739071	-21.3755351064317	-1.12929795986878	-39.9444785381857	-20.7053835080491	-17.1899596948196	-31.7456524116884	-18.6987581506066	-7.32149872892347	-45.1333666285191	-21.3755351064317
-14.8501732570382	-22.7120088654917	-21.8771914457923	-34.5909246265354	-9.66128516670481	-20.3683929900053	-22.378847785153	-14.0115263996338	-31.2439960723278	-22.7120088654917	-1.29779321889067	-39.611317457847	-21.0385445883879	-17.3584549538415	-32.415804010071	-20.3683929900053	-9.82978042572671	-45.9681840482185	-23.0489993835355
-19.8667366506447	-19.365080311284	-24.5539684016175	-23.715321544213	-4.97788285343709	-11.6717399618524	-20.873878767071	-11.1700836224918	-29.9075223132677	-20.7053835080491	1.53982012054627	-37.9378531807431	-17.6916160341802	-15.6849906767376	-29.9075223132677	-19.365080311284	-9.49661934538796	-44.2947197711147	-22.7120088654917
-20.873878767071	-20.2037271686885	-1.29779321889067	-31.0793302510109	-6.65134713054093	-17.8601112932021	-20.2037271686885	-11.5032447028305	-29.9075223132677	-21.8771914457923	3.04478913862822	-37.7693579217212	-13.1767089799344	-15.8534859357595	-31.0793302510109	-19.365080311284	-10.3314367650874	-44.7963761104753	-22.378847785153
-20.3683929900053	-21.2070398474098	-14.5131827389944	-33.5876119478141	-4.8093875944152	-22.0418572671092	-21.3755351064317	-10.3314367650874	-28.9042096345464	-21.5402009277485	5.55307083543146	-37.2677015823606	-24.8871294819562	-13.1767089799344	-31.7456524116884	-15.8534859357595	-10.6645978454261	-43.9615586907759	-20.0352319096666
-19.2004144899672	-23.0489993835355	-17.6916160341802	-44.9648713694972	-3.8060749156939	-23.715321544213	-21.7086961867704	-9.99827568474861	-31.0793302510109	-21.3755351064317	4.2165970763714	-36.4328841626612	-20.2037271686885	-11.3347494438086	-32.9174603494316	-15.8534859357595	-10.1629415060655	-43.4599023514153	-19.8667366506447
-19.0319192309453	-22.2103525261311	-17.8601112932021	-38.4395095201038	-8.48947722896162	-22.5435136064698	-23.3821604638743	-11.3347494438086	-31.7456524116884	-22.378847785153	-0.459146361486233	-38.4395095201038	-18.028606552224	-14.6816779980163	-34.9279151445792	-16.8567986144808	-12.1733963012131	-45.9681840482185	-21.8771914457923
-14.6816779980163	-24.8871294819562	-14.6816779980163	-28.065562777142	-7.65465980926223	-18.1971018112459	-22.378847785153	-12.6750526405737	-32.415804010071	-21.3755351064317	-2.30110589761196	-39.2743269398032	-20.3683929900053	-15.183334337377	-35.261076224918	-16.5236375341421	-13.5098700602731	-47.6416483253224	-23.715321544213
-23.3821604638743	-24.7186342229343	-18.8634239719234	-32.7527945281147	-9.82978042572671	-19.7020708293278	-22.0418572671092	-13.3452042389563	-31.4124913313497	-21.5402009277485	-3.8060749156939	-39.9444785381857	-25.3887858213169	-13.678365319295	-36.9345405020218	-14.5131827389944	-13.8468605783169	-48.143304664683	-21.0385445883879
-24.5539684016175	-23.2136652048524	-22.0418572671092	-37.7693579217212	-12.8397184618906	-21.2070398474098	-21.7086961867704	-13.5098700602731	-31.7456524116884	-21.7086961867704	-6.48285187151903	-41.1162864759289	-17.8601112932021	-16.0219811947814	-39.4428221988251	-13.1767089799344	-13.678365319295	-49.8167689417868	-21.0385445883879
-21.2070398474098	-22.7120088654917	-28.2340580361639	-48.143304664683	-15.6849906767376	-26.0589374196994	-22.2103525261311	-15.0148390783551	-31.0793302510109	-21.8771914457923	-8.65797248798351	-42.6212554940108	-20.2037271686885	-16.0219811947814	-42.9582460120546	-13.678365319295	-14.8501732570382	-51.1532427008469	-21.8771914457923
-31.9141476707103	-22.7120088654917	-28.2340580361639	-40.7831253955901	-9.66128516670481	-24.3854731425956	-22.8805041245136	-15.6849906767376	-30.0760175722896	-21.5402009277485	-6.65134713054093	-41.9511038956283	-24.5539684016175	-15.8534859357595	-42.2880944136721	-13.0082137209125	-13.8468605783169	-48.9781220843824	-22.0418572671092
-26.0589374196994	-26.0589374196994	-26.2274326787213	-29.7390270542458	-15.183334337377	-18.6987581506066	-25.5572810803388	-18.1971018112459	-30.2406833936065	-22.2103525261311	-13.0082137209125	-43.4599023514153	-19.0319192309453	-13.1767089799344	-42.6212554940108	-12.8397184618906	-14.5131827389944	-50.6515863614862	-21.5402009277485
-17.5269502128634	-25.7257763393606	-28.2340580361639	-32.2473087510491	-17.0252938735027	-21.7086961867704	-26.8937548393988	-18.1971018112459	-27.3954111787594	-20.5368882490272	-16.1866470160983	-41.2847817349508	-20.3683929900053	-7.98782088960098	-41.2847817349508	-9.15962882734416	-11.1700836224918	-46.638335646601	-16.6883033554589
-16.8567986144808	-27.9008969558251	-33.2544508674754	-37.9378531807431	-18.5302628915847	-24.0523120622568	-29.0688754558633	-20.2037271686885	-27.5639064377813	-22.0418572671092	-19.8667366506447	-41.2847817349508	-21.3755351064317	-11.3347494438086	-43.1229118333715	-9.99827568474861	-11.5032447028305	-46.638335646601	-18.3617676325627
-21.3755351064317	-27.3954111787594	-34.9279151445792	-46.3013451285573	-18.6987581506066	-27.0622500984207	-29.9075223132677	-20.3683929900053	-27.0622500984207	-21.2070398474098	-19.5335755703059	-40.2814690562295	-21.2070398474098	-16.8567986144808	-44.6317102891585	-10.3314367650874	-10.4999320241093	-45.4665277088579	-20.2037271686885
-26.2274326787213	-31.0793302510109	-34.0892682871748	-47.6416483253224	-18.8634239719234	-30.2406833936065	-31.7456524116884	-22.378847785153	-27.7324016968032	-22.5435136064698	-20.0352319096666	-41.6179428152895	-23.5506557228962	-19.5335755703059	-44.6317102891585	-13.8468605783169	-11.6717399618524	-45.1333666285191	-24.2169778835737
-24.0523120622568	-28.5672191165026	-28.065562777142	-29.2373707148852	-19.8667366506447	-24.2169778835737	-34.0892682871748	-24.2169778835737	-28.5672191165026	-22.0418572671092	-22.0418572671092	-41.6179428152895	-25.5572810803388	-15.0148390783551	-43.1229118333715	-15.5164954177157	-13.678365319295	-44.1262245120928	-24.3854731425956
-25.5572810803388	-31.0793302510109	-26.8937548393988	-32.0826429297322	-18.1971018112459	-31.0793302510109	-34.7594198855573	-24.8871294819562	-29.5705317952239	-21.7086961867704	-22.378847785153	-40.6146301365682	-25.220290562295	-21.2070398474098	-42.2880944136721	-15.8534859357595	-14.0115263996338	-42.2880944136721	-27.0622500984207
-27.5639064377813	-35.261076224918	-27.7324016968032	-39.7798127168688	-18.8634239719234	-33.756107206836	-36.597549983978	-25.220290562295	-30.2406833936065	-22.0418572671092	-21.2070398474098	-40.1129737972076	-26.8937548393988	-21.7086961867704	-42.9582460120546	-15.8534859357595	-14.5131827389944	-41.2847817349508	-25.220290562295
-28.2340580361639	-35.9312278233005	-30.4091786526284	-47.3084872449836	-18.1971018112459	-31.7456524116884	-36.2643889036393	-24.8871294819562	-31.7456524116884	-20.873878767071	-18.6987581506066	-38.4395095201038	-31.9141476707103	-22.5435136064698	-42.9582460120546	-17.0252938735027	-14.1800216586557	-39.611317457847	-25.8904421606775
-28.4025532951858	-36.2643889036393	-32.9174603494316	-52.6620411566339	-19.7020708293278	-35.261076224918	-36.7660452429999	-26.3920985000381	-33.2544508674754	-22.378847785153	-22.5435136064698	-38.2710142610819	-29.9075223132677	-22.8805041245136	-43.793063431754	-18.6987581506066	-14.0115263996338	-39.4428221988251	-27.7324016968032
-28.7357143755245	-38.4395095201038	-27.2307453574426	-37.7693579217212	-24.3854731425956	-31.7456524116884	-37.4361968413825	-26.0589374196994	-33.9207730281529	-21.3755351064317	-24.0523120622568	-34.5909246265354	-31.0793302510109	-20.5368882490272	-39.4428221988251	-18.6987581506066	-13.5098700602731	-37.2677015823606	-28.2340580361639
-34.7594198855573	-38.4395095201038	-26.56059375906	-36.2643889036393	-22.5435136064698	-32.415804010071	-37.2677015823606	-25.8904421606775	-35.4295714839399	-22.0418572671092	-22.0418572671092	-32.2473087510491	-34.0892682871748	-25.5572810803388	-38.4395095201038	-19.5335755703059	-12.8397184618906	-35.261076224918	-28.7357143755245
-33.756107206836	-35.7627325642786	-24.8871294819562	-41.4494475562676	-18.1971018112459	-31.4124913313497	-34.4224293675135	-24.7186342229343	-34.5909246265354	-20.5368882490272	-20.873878767071	-32.2473087510491	-26.3920985000381	-23.5506557228962	-36.7660452429999	-15.8534859357595	-10.4999320241093	-33.4191166887922	-26.0589374196994
-28.4025532951858	-35.5942373052567	-27.2307453574426	-49.6482736827649	-18.6987581506066	-34.4224293675135	-33.2544508674754	-24.0523120622568	-36.2643889036393	-21.7086961867704	-21.8771914457923	-32.2473087510491	-21.8771914457923	-22.5435136064698	-37.4361968413825	-15.0148390783551	-9.32812408636606	-32.9174603494316	-24.2169778835737
-21.7086961867704	-34.0892682871748	-27.9008969558251	-54.5001712550546	-18.3617676325627	-34.9279151445792	-31.5809865903716	-23.8838168032349	-35.7627325642786	-21.8771914457923	-21.7086961867704	-29.7390270542458	-38.7726706004425	-23.0489993835355	-36.2643889036393	-15.183334337377	-6.14969079118029	-30.7423397329671	-24.5539684016175
-23.2136652048524	-35.9312278233005	-23.0489993835355	-40.947791216907	-16.5236375341421	-31.5809865903716	-31.5809865903716	-24.7186342229343	-37.4361968413825	-22.2103525261311	-20.2037271686885	-28.4025532951858	-28.9042096345464	-24.2169778835737	-35.0925809658961	-16.5236375341421	-6.65134713054093	-30.4091786526284	-26.2274326787213
-22.378847785153	-32.9174603494316	-18.3617676325627	-36.2643889036393	-13.0082137209125	-27.7324016968032	-29.2373707148852	-23.0489993835355	-36.0958936446174	-21.7086961867704	-16.1866470160983	-27.5639064377813	-26.0589374196994	-17.3584549538415	-32.5842992690929	-14.5131827389944	-5.14637811245899	-27.9008969558251	-21.5402009277485
-22.8805041245136	-31.2439960723278	-19.365080311284	-38.9411658594644	-14.6816779980163	-29.7390270542458	-27.7324016968032	-22.378847785153	-36.9345405020218	-22.2103525261311	-16.0219811947814	-25.5572810803388	-26.8937548393988	-17.8601112932021	-30.910834991989	-13.3452042389563	-4.64472177309834	-26.56059375906	-19.8667366506447
